title,categories,dollarPrice,rating,reviewCount,img,yelpPage,address,district,zipcode,phone
Don Coqui,Latin American;Bars,$$,3.0,1425.0,https://s3-media1.fl.yelpcdn.com/bphoto/_bpPaon-22BrY-5Ys00z7A/ls.jpg,https://www.yelp.com/biz/don-coqui-astoria-2,28-18 31st St,Astoria,10025,(718) 274-7474
BBQ Chicken & Beer,Chicken Wings;Korean;Bars,$$,4.0,156.0,https://s3-media3.fl.yelpcdn.com/bphoto/uhW57IPvF_mpotKMFZMGvA/ls.jpg,https://www.yelp.com/biz/bbq-chicken-and-beer-cliffside-park-2,651 Anderson Ave,,10025,(201) 941-1107
Little Maestros,Music Venues;Party & Event Planning;Preschools,,5.0,1.0,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,https://www.yelp.com/biz/little-maestros-new-york,344 E 69th St,Upper East Side,10025,(212) 396-3977
Vega Alta Tavern,Bars,$,3.0,10.0,https://s3-media4.fl.yelpcdn.com/bphoto/nA-S5kScOuUB21KzIRHyKA/ls.jpg,https://www.yelp.com/biz/vega-alta-tavern-bronx,880 Gerard Ave,Concourse Village,10025,(718) 992-2445
Club House Cafe,Caterers;Bars,$,3.0,9.0,https://s3-media2.fl.yelpcdn.com/bphoto/8aspfzgF4kIe0rif3ArD0Q/ls.jpg,https://www.yelp.com/biz/club-house-cafe-cliffside-park,661 Palisade Ave,,10025,(201) 840-7577
Gardenia Terrace,Hookah Bars;Mediterranean;Halal,$$$,4.0,122.0,https://s3-media4.fl.yelpcdn.com/bphoto/K-giZwzGTnsCEcRpuEtfcA/ls.jpg,https://www.yelp.com/biz/gardenia-terrace-new-york,826 10th Ave,Hell's Kitchen,10025,(212) 334-0489
Brady’s Bar,Bars,$,3.0,59.0,https://s3-media4.fl.yelpcdn.com/bphoto/3oJYV9xbQ8R5eqctJbpwMQ/ls.jpg,https://www.yelp.com/biz/bradys-bar-new-york,1583 2nd Ave,Yorkville,10025,(212) 861-6070
Treadwell Park,Bars;American (New),$$,4.0,352.0,https://s3-media2.fl.yelpcdn.com/bphoto/YAqf3j8i4M3Uh-lZgFaoQQ/ls.jpg,https://www.yelp.com/biz/treadwell-park-new-york,1125 1st Ave,Upper East Side,10025,(212) 832-1551
Lucky Strike,Bars;Bowling;American (New),$$,3.0,487.0,https://s3-media4.fl.yelpcdn.com/bphoto/xPSeZFJ146qnVbbkZ2cBGw/ls.jpg,https://www.yelp.com/biz/lucky-strike-new-york-3,624-660 W 42nd St,Hell's Kitchen,10025,(646) 829-0170
Harlem Public,American (New);Pubs;Burgers,$$,4.0,776.0,https://s3-media1.fl.yelpcdn.com/bphoto/K9FsBHPkEVTXxt88-aaEag/ls.jpg,https://www.yelp.com/biz/harlem-public-new-york,3612 Broadway,Harlem,10025,(212) 939-9404
Cuba Lounge,Lounges,$$,3.0,4.0,https://s3-media3.fl.yelpcdn.com/bphoto/RiEwTLn0dTstU9tk2C5iLw/ls.jpg,https://www.yelp.com/biz/cuba-lounge-new-york-2,236 W 52nd St,Theater District,10025,(212) 586-7714
Private Park at Hudson,Nightlife;American (New),$$$,3.0,13.0,https://s3-media1.fl.yelpcdn.com/bphoto/-euT50N8_gOkdlHFwHLnWA/ls.jpg,https://www.yelp.com/biz/private-park-at-hudson-new-york,356 W. 58th Street,Hell's Kitchen,10025,(212) 554-6000
The Smith,American (New);Breakfast & Brunch;Cocktail Bars,$$,4.0,1454.0,https://s3-media1.fl.yelpcdn.com/bphoto/xJ_cTGgxwPs_Tr4cIw_VOA/ls.jpg,https://www.yelp.com/biz/the-smith-new-york-3,1900 Broadway,Upper West Side,10025,(212) 496-5700
Lincoln Center,Performing Arts;Music Venues,$$$,4.0,251.0,https://s3-media3.fl.yelpcdn.com/bphoto/GY9wnSC0H9zxtZjogL-wGg/ls.jpg,https://www.yelp.com/biz/lincoln-center-new-york,70 Lincoln Center Plz,Upper West Side,10025,(212) 875-5000
As Is NYC,Beer Bar;American (New),$$,4.0,179.0,https://s3-media1.fl.yelpcdn.com/bphoto/C-Xg9OXOpZOFZZnwjYpWJw/ls.jpg,https://www.yelp.com/biz/as-is-nyc-new-york,734 10th Ave,Hell's Kitchen,10025,(646) 858-1153
Mi Rinconcito Colombiano,Colombian;Bars;Venues & Event Spaces,$$,3.0,32.0,https://s3-media3.fl.yelpcdn.com/bphoto/zvJEqELNuYG8vERJ3hOx_g/ls.jpg,https://www.yelp.com/biz/mi-rinconcito-colombiano-west-new-york-3,6319 Bergenline Ave,,10025,(201) 605-5777
Big Apple Jazz Tours,Tours;Jazz & Blues,$$$,4.0,9.0,https://s3-media1.fl.yelpcdn.com/bphoto/WERZk0KdPH7EaPFVoxIULA/ls.jpg,https://www.yelp.com/biz/big-apple-jazz-tours-ny,200 Central Park S,Midtown West,10025,(917) 863-7854
Lucky Cheng’s,Bars;Cabaret;Mexican,$$$,3.0,64.0,https://s3-media1.fl.yelpcdn.com/bphoto/TjW6WZK1LoXJDKr1gZomBg/ls.jpg,https://www.yelp.com/biz/lucky-chengs-new-york-3,605 W 48th St,Hell's Kitchen,10025,(212) 995-5500
Ryan’s Daughter,Pubs;American (New),$$,4.0,225.0,https://s3-media2.fl.yelpcdn.com/bphoto/4qIaZIp6ix0TF5Efdaks9w/ls.jpg,https://www.yelp.com/biz/ryans-daughter-new-york,350 E 85th St,Yorkville,10025,(212) 628-2613
Diamonds Restaurant & Bar,Restaurants;Lounges,,,,https://s3-media1.fl.yelpcdn.com/bphoto/-Huku_yaGb2rNvhjA3rA1g/ls.jpg,https://www.yelp.com/biz/diamonds-restaurant-and-bar-new-york,622 W 47th St,Hell's Kitchen,10025,(212) 913-0825
M Restaurant,Bars;Latin American;Pool & Billiards,,,,https://s3-media3.fl.yelpcdn.com/bphoto/HLuHGMpppU3Dje8eRGkbAw/ls.jpg,https://www.yelp.com/biz/m-restaurant-north-bergen,7000 Kennedy Blvd,,10025,(201) 884-0098
Dark Bullet Sake & Oyster Bar,Tapas Bars;Whiskey Bars;Cocktail Bars,$$,4.0,58.0,https://s3-media3.fl.yelpcdn.com/bphoto/eIhc2ZMVw0z2A8lN0Vwm4w/ls.jpg,https://www.yelp.com/biz/dark-bullet-sake-and-oyster-bar-new-york-2,154 W 72nd St,Upper West Side,10025,(212) 235-6788
Cavalino’s,American (Traditional);Italian;Bars,$$,4.0,30.0,https://s3-media2.fl.yelpcdn.com/bphoto/OIUq3ozuvHx0Nn06k9tmow/ls.jpg,https://www.yelp.com/biz/cavalinos-guttenburg,6800 Park Ave,,10025,(201) 662-7118
The Rickey,Cocktail Bars,$$,4.0,53.0,https://s3-media1.fl.yelpcdn.com/bphoto/RcoKGyByw8IPvQs-6qVHnA/ls.jpg,https://www.yelp.com/biz/the-rickey-new-york,210 W 55th St,Midtown West,10025,(646) 756-2054
Providence Lounge,Lounges;Dance Clubs,$$,2.0,14.0,https://s3-media2.fl.yelpcdn.com/bphoto/y7X6by3KcaeSfI1T4ax5HQ/ls.jpg,https://www.yelp.com/biz/providence-lounge-manhattan,311 W 57th St,Hell's Kitchen,10025,(212) 586-6000
Jerry Orbach Theater,Performing Arts;Music Venues;Ticket Sales,$$$$,3.0,10.0,https://s3-media4.fl.yelpcdn.com/bphoto/xGIOhxev4jyVD9T8aMX1Fg/ls.jpg,https://www.yelp.com/biz/jerry-orbach-theater-new-york,210 W 50th St,Theater District,10025,(212) 921-7862
Estelita Restaurant,Latin American;Seafood;Bars,$$,4.0,6.0,https://s3-media3.fl.yelpcdn.com/bphoto/4K6VI0pyvP8a0XIIJISwkQ/ls.jpg,https://www.yelp.com/biz/estelita-restaurant-north-bergen-2,7007 Bergenline Ave,,10025,(201) 662-8622
The Bar Room,American (New);Cocktail Bars,$$,4.0,461.0,https://s3-media2.fl.yelpcdn.com/bphoto/nZ00b7OakjdSc7c1WArYKQ/ls.jpg,https://www.yelp.com/biz/the-bar-room-new-york,117 E 60th St,Upper East Side,10025,(212) 561-5523
Bar at Clement,Cocktail Bars,$$$,4.0,12.0,https://s3-media2.fl.yelpcdn.com/bphoto/1eGTS4sCfGG83ih---fsWQ/ls.jpg,https://www.yelp.com/biz/bar-at-clement-new-york,700 Fifth Ave At 55th St,Midtown West,10025,(212) 903-3918
JBL Live at Pier 97,Music Venues;Parks,$$,3.0,11.0,https://s3-media4.fl.yelpcdn.com/bphoto/hIfujCMLFBQsNQjRlamLfw/ls.jpg,https://www.yelp.com/biz/jbl-live-at-pier-97-new-york,12th Ave & W 58th St,Midtown West,10025,(212) 627-2020
Eight Is Never Enough Improv Comedy,Comedy Clubs;Performing Arts,$,4.0,7.0,https://s3-media2.fl.yelpcdn.com/bphoto/8kGO3tmYTjG0n48FX-ZpCA/ls.jpg,https://www.yelp.com/biz/eight-is-never-enough-improv-comedy-new-york-2,318 W 53rd St,Theater District,10025,(212) 568-6560
The Distillery,Cocktail Bars;American (New);Breakfast & Brunch,$$,4.0,94.0,https://s3-media1.fl.yelpcdn.com/bphoto/CbTGh8He7vXh-bQIaERy6g/ls.jpg,https://www.yelp.com/biz/the-distillery-new-york,785 9th Ave,Hell's Kitchen,10025,(212) 767-0077
Ignited Restaurant & Lounge,Hookah Bars;American (New);Burgers,$$,4.0,172.0,https://s3-media1.fl.yelpcdn.com/bphoto/C_wzo4oLTiSWLvo3uZj5Tw/ls.jpg,https://www.yelp.com/biz/ignited-restaurant-and-lounge-astoria-7,3027 Steinway St,Astoria,10025,(718) 412-2414
Rumsey Playfield  Central Park,Performing Arts;Music Venues,,4.0,29.0,https://s3-media2.fl.yelpcdn.com/bphoto/cV3lfj0cNkDub-TxbkMTgA/ls.jpg,https://www.yelp.com/biz/rumsey-playfield-central-park-new-york-2,69th St And 5th Ave,Central Park,10025,(212) 360-2777
Clubhouse at Nordstrom,American (New);Cocktail Bars,,5.0,1.0,https://s3-media2.fl.yelpcdn.com/bphoto/Pp9lykMpBx6ImnOPiohllQ/ls.jpg,https://www.yelp.com/biz/clubhouse-at-nordstrom-new-york,Located in Nordstrom Men’s Store NYC,Midtown West,10025,(212) 843-5100
CMX CinéBistro - New York,Cinema;American (Traditional);Bars,,4.0,52.0,https://s3-media3.fl.yelpcdn.com/bphoto/ZRRXInkrSXuRSdr_Z3C0nQ/ls.jpg,https://www.yelp.com/biz/cmx-cinébistro-new-york-new-york-2,400 East 62nd St,Upper East Side,10025,(347) 767-2924
Sammy’s Bar,Bars,$,2.0,3.0,https://s3-media3.fl.yelpcdn.com/bphoto/xjxeek_xvEljFXVQ4HxyCw/ls.jpg,https://www.yelp.com/biz/sammys-bar-west-new-york,5400 Park Ave,,10025,(201) 866-3686
Stadium Sports Bar,Sports Bars,$,4.0,9.0,https://s3-media2.fl.yelpcdn.com/bphoto/bON3k9KfrLZhZlIL3cwooQ/ls.jpg,https://www.yelp.com/biz/stadium-sports-bar-bronx,113-115 E 157th St,Concourse Village,10025,
Posh,Gay Bars,$$,3.0,156.0,https://s3-media2.fl.yelpcdn.com/bphoto/Yi50CNOujLKOecskaQKcSA/ls.jpg,https://www.yelp.com/biz/posh-new-york,405 W 51st St,Hell's Kitchen,10025,(212) 957-2222
Adonis Lounge,Gay Bars,$$$$,2.0,12.0,https://s3-media1.fl.yelpcdn.com/bphoto/0ByI5sG6_E9w84rcJ2dx0w/ls.jpg,https://www.yelp.com/biz/adonis-lounge-new-york,500 W 48th St,Hell's Kitchen,10025,(845) 536-3323
Boxers NYC - Washington Heights,Gay Bars;Sports Bars,,2.0,17.0,https://s3-media2.fl.yelpcdn.com/bphoto/nnkW0RLsmMvw0FuYsD6L4w/ls.jpg,https://www.yelp.com/biz/boxers-nyc-washington-heights-new-york,3820 Broadway,Washington Heights,10025,(917) 675-6884
Ikinari Steak Upper West,Steakhouses;Japanese;Wine Bars,$$,4.0,40.0,https://s3-media3.fl.yelpcdn.com/bphoto/Z_-prSMV0rpYv8mOB-yyBA/ls.jpg,https://www.yelp.com/biz/ikinari-steak-upper-west-new-york,2233 Broadway,Upper West Side,10025,(917) 261-6280
Perdition,Pubs,$$,4.0,86.0,https://s3-media3.fl.yelpcdn.com/bphoto/31EWCHz49f5Cq26eJ_Pqtg/ls.jpg,https://www.yelp.com/biz/perdition-new-york-3,692 10th Ave,Hell's Kitchen,10025,(212) 582-5660
Terminal 5,Music Venues;Dance Clubs,$$,3.0,758.0,https://s3-media1.fl.yelpcdn.com/bphoto/z9D4R-Z2UjDQYGTDDNhiMg/ls.jpg,https://www.yelp.com/biz/terminal-5-new-york,610 W 56th St,Hell's Kitchen,10025,(212) 582-6600
Safari,Lounges,,,,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,https://www.yelp.com/biz/safari-edgewater,880 River Rd,,10025,(201) 945-3322
Vin Sur Vingt,Wine Bars;French,,5.0,7.0,https://s3-media4.fl.yelpcdn.com/bphoto/xxT9X7Qp2on8i4GOgsa7pw/ls.jpg,https://www.yelp.com/biz/vin-sur-vingt-new-york-11,100 Riverside Blvd,Upper West Side,10025,(646) 779-9683
Gebhard’s Beer Culture,Beer Bar;American (Traditional),$$,4.0,107.0,https://s3-media1.fl.yelpcdn.com/bphoto/7uIU6PJXdSCpTGGiIsgvtA/ls.jpg,https://www.yelp.com/biz/gebhards-beer-culture-new-york,228 W 72nd St,Upper West Side,10025,(917) 639-3420
Copper John’s Pub + Kitchen,Pubs;Burgers;Sports Bars,,4.0,12.0,https://s3-media3.fl.yelpcdn.com/bphoto/K2M2hRiyqO6-1K8UXtxkIw/ls.jpg,https://www.yelp.com/biz/copper-john-s-pub-kitchen-new-york,160 W 54th St,Theater District,10025,(212) 471-4860
The Waylon,Pubs,$$,4.0,106.0,https://s3-media3.fl.yelpcdn.com/bphoto/KnIlR3e8Va5TYl7a-gcXjQ/ls.jpg,https://www.yelp.com/biz/the-waylon-new-york,736 10th Ave,Hell's Kitchen,10025,(212) 265-0010
Heidelberg Restaurant,German;Bars,$$,4.0,639.0,https://s3-media2.fl.yelpcdn.com/bphoto/87H9Jp4Mh5t2lTvcpKsjlw/ls.jpg,https://www.yelp.com/biz/heidelberg-restaurant-new-york,1648 2nd Ave,Yorkville,10025,(212) 628-2332
El Centro Cantina,Tacos;Cocktail Bars,,4.0,18.0,https://s3-media3.fl.yelpcdn.com/bphoto/eiJMf4kBOmIKZ1DsVEw_WQ/ls.jpg,https://www.yelp.com/biz/el-centro-cantina-new-york-3,359 W 54th St,Theater District,10025,
Levels,Lounges;Spanish,,,,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,https://www.yelp.com/biz/levels-bronx,985 Morris Ave,Concourse,10025,(718) 218-3944
The Concert Hall,Music Venues,,4.0,1.0,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,https://www.yelp.com/biz/the-concert-hall-new-york,2 West 64th St,Upper West Side,10025,(212) 874-5210
Subway Inn,Dive Bars,$$,3.0,50.0,https://s3-media3.fl.yelpcdn.com/bphoto/-ehQsuxw_H5_LivHzT6Yow/ls.jpg,https://www.yelp.com/biz/subway-inn-new-york-4,1140 2nd Ave,Upper East Side,10025,(212) 758-0900
Mad River Bar & Grille,American (Traditional);Sports Bars,$$,4.0,284.0,https://s3-media1.fl.yelpcdn.com/bphoto/B1XVqG_PG8WMGra7WdHY6w/ls.jpg,https://www.yelp.com/biz/mad-river-bar-and-grille-new-york-2,1442 3rd Ave,Upper East Side,10025,(212) 988-1832
Infirmary,Cajun/Creole;Cocktail Bars,$$,3.0,481.0,https://s3-media4.fl.yelpcdn.com/bphoto/VIqo9rSeCubRGUNtABu92A/ls.jpg,https://www.yelp.com/biz/infirmary-new-york,1720 2nd Ave,Yorkville,10025,(917) 388-2512
Flora Bar,Bars,$$$,3.0,80.0,https://s3-media4.fl.yelpcdn.com/bphoto/HunEo4__kkvp_ZI2wcJ8xw/ls.jpg,https://www.yelp.com/biz/flora-bar-new-york,945 Madison Ave,Upper East Side,10025,
La Leona Uno Restaurant,Sports Bars;Salvadoran,$$,4.0,7.0,https://s3-media3.fl.yelpcdn.com/bphoto/a6T5E9dYvkdNQKQlLz2-VA/ls.jpg,https://www.yelp.com/biz/la-leona-uno-restaurant-north-bergen,7205 Broadway,,10025,(201) 295-1733
THE LETLOVE INN,Bars,$$,4.0,46.0,https://s3-media3.fl.yelpcdn.com/bphoto/D1xQTAG_hTPKlUNGhbhQ3w/ls.jpg,https://www.yelp.com/biz/the-letlove-inn-astoria,27-20 23rd Ave,Astoria,10025,(718) 777-5683
Gallery MC,Art Galleries;Performing Arts;Music Venues,,,,https://s3-media4.fl.yelpcdn.com/bphoto/mR-ADJYmQZ0B3JCkPZNtXg/ls.jpg,https://www.yelp.com/biz/gallery-mc-new-york,549 W 52nd St,Hell's Kitchen,10025,(212) 581-1966
Hibernia Bar,Bars;American (Traditional),$$,4.0,159.0,https://s3-media2.fl.yelpcdn.com/bphoto/5K9y2xWWlPlRfD0zRex9Kw/ls.jpg,https://www.yelp.com/biz/hibernia-bar-new-york,401 W 50th St,Hell's Kitchen,10025,(212) 969-9703
M.I.A Made in Astoria Restaurant & Lounge,Lounges;American (New),$$,3.0,37.0,https://s3-media1.fl.yelpcdn.com/bphoto/Le2InJ_2ljKyOMX534x5Nw/ls.jpg,https://www.yelp.com/biz/m-i-a-made-in-astoria-restaurant-and-lounge-astoria,27-35 21st St,Astoria,10025,(718) 650-9848
Dutch Freds,Cocktail Bars;American (New);Breakfast & Brunch,$$,4.0,1132.0,https://s3-media2.fl.yelpcdn.com/bphoto/IutYzsCaHGjaDFMNYVHUxg/ls.jpg,https://www.yelp.com/biz/dutch-freds-new-york-2,307 W 47th St,Theater District,10025,(646) 918-6923
Legrande Lounge,Lounges;Tapas/Small Plates;American (Traditional),$$$,3.0,33.0,https://s3-media3.fl.yelpcdn.com/bphoto/i6a23B_XYKDxRF_xSySjRg/ls.jpg,https://www.yelp.com/biz/legrande-lounge-new-york,224 West 49th St,Theater District,10025,(212) 320-2984
Lexington Bar & Books,Bars;American (Traditional),$$$,3.0,87.0,https://s3-media3.fl.yelpcdn.com/bphoto/3cJ9XWW6XfdFas7swEj9LA/ls.jpg,https://www.yelp.com/biz/lexington-bar-and-books-new-york,1020 Lexington Ave,Upper East Side,10025,(212) 717-3902
Kelly’s Bar & Grill,Dive Bars;American (Traditional),$,4.0,16.0,https://s3-media4.fl.yelpcdn.com/bphoto/klNMNx3K3-Idbz6mGpdEuQ/ls.jpg,https://www.yelp.com/biz/kellys-bar-and-grill-astoria,3104 Crescent St,Astoria,10025,(718) 278-9734
Jazz at Lincoln Center,Jazz & Blues,$$$,4.0,86.0,https://s3-media4.fl.yelpcdn.com/bphoto/VRwhqxp4m_vKJwaDLzmBuw/ls.jpg,https://www.yelp.com/biz/jazz-at-lincoln-center-new-york-2,10 Columbus Cir,Hell's Kitchen,10025,(212) 258-9800
Alice Tully Hall,Music Venues,$$,4.0,31.0,https://s3-media2.fl.yelpcdn.com/bphoto/MrHoYjWiQMSLn-o5PaiyuA/ls.jpg,https://www.yelp.com/biz/alice-tully-hall-new-york,Located in Lincoln Center,Upper West Side,10025,(212) 721-6500
The One & Only Bar Grill & Restaurant,Latin American;Sports Bars;Juice Bars & Smoothies,$$,4.0,4.0,https://s3-media2.fl.yelpcdn.com/bphoto/1YiYJnl2-c2YM4deCIMGHg/ls.jpg,https://www.yelp.com/biz/the-one-and-only-bar-grill-and-restaurant-north-bergen,7107 Bergenline Ave,,10025,(201) 868-2995
Little Frog Bistro & Bar,French;Bars,$$$,4.0,167.0,https://s3-media4.fl.yelpcdn.com/bphoto/M8G70Rn5IZ3sglQPo2rJSg/ls.jpg,https://www.yelp.com/biz/little-frog-bistro-and-bar-new-york,322 E 86th St,Yorkville,10025,(347) 537-5786
Dive Bar Lounge,Gay Bars;Dive Bars,$,3.0,51.0,https://s3-media2.fl.yelpcdn.com/bphoto/kjiLcWiJU8deMOhXAbSD6Q/ls.jpg,https://www.yelp.com/biz/dive-bar-lounge-new-york,667 10th Ave,Hell's Kitchen,10025,(646) 756-5230
The Jeffrey Craft Beer & Bites,Bars;American (New);Coffee & Tea,$$,4.0,603.0,https://s3-media1.fl.yelpcdn.com/bphoto/_aArZ1mjCbCPU_LhlmdssQ/ls.jpg,https://www.yelp.com/biz/the-jeffrey-craft-beer-and-bites-new-york,311 E 60th St,Upper East Side,10025,(212) 355-2337
Oso,Mexican;Cocktail Bars,$$,4.0,222.0,https://s3-media2.fl.yelpcdn.com/bphoto/VxhSSttEVI7XVO1ueXeVmw/ls.jpg,https://www.yelp.com/biz/oso-new-york,1618 Amsterdam Ave At 140th St,Harlem,10025,(646) 858-3139
Upright Citizens Brigade Theatre,Comedy Clubs,$,4.0,517.0,https://s3-media2.fl.yelpcdn.com/bphoto/ysd8pzYBTKZ7ogaeTK6D3A/ls.jpg,https://www.yelp.com/biz/upright-citizens-brigade-theatre-new-york-6,555 W 42nd,Hell's Kitchen,10025,(212) 366-9176
Victor’s Cafe,Cuban;Tapas Bars;Lounges,$$$,4.0,1322.0,https://s3-media3.fl.yelpcdn.com/bphoto/Ts6hioUXawlKSHUZ3SksUw/ls.jpg,https://www.yelp.com/biz/victors-cafe-new-york-6,236 W 52nd St,Theater District,10025,(212) 586-7714
Istria Sport Club,Modern European;Pubs,$$,4.0,16.0,https://s3-media1.fl.yelpcdn.com/bphoto/2QzbebEeCFUnjC6tQ2Qpog/ls.jpg,https://www.yelp.com/biz/istria-sport-club-astoria,2809 Astoria Blvd,Astoria,10025,(718) 728-3181
Sall Restaurant & Lounge,Seafood;American (New);Bars,,3.0,29.0,https://s3-media1.fl.yelpcdn.com/bphoto/QUhm6Bwsoe4ClWx9Phuupw/ls.jpg,https://www.yelp.com/biz/sall-restaurant-and-lounge-new-york-3,818 10th Ave,Hell's Kitchen,10025,(212) 601-2643
Fairytail Lounge,Gay Bars,$$,3.0,40.0,https://s3-media2.fl.yelpcdn.com/bphoto/fK4Bm_lo9Gf48Wm4tlL5Vw/ls.jpg,https://www.yelp.com/biz/fairytail-lounge-new-york,500 W 48th St,Hell's Kitchen,10025,(929) 445-8245
The Meatball Shop,Bars;Italian;Sandwiches,$$,4.0,279.0,https://s3-media4.fl.yelpcdn.com/bphoto/9nj1zUt5xI0CWeR1mt-meg/ls.jpg,https://www.yelp.com/biz/the-meatball-shop-new-york-11,798 9th Ave,Theater District,10025,(212) 230-5860
Judy & Punch,Cocktail Bars;Dive Bars;Beer Bar,$$,4.0,117.0,https://s3-media1.fl.yelpcdn.com/bphoto/L5fhTKpdrmV0fi9raJmqrA/ls.jpg,https://www.yelp.com/biz/judy-and-punch-astoria-2,34-08 30th Ave,Astoria,10025,(718) 626-3101
Hilltop Park Alehouse,Bars;American (Traditional),,4.0,39.0,https://s3-media1.fl.yelpcdn.com/bphoto/v0S-asS2TMnKajHN1uER7w/ls.jpg,https://www.yelp.com/biz/hilltop-park-alehouse-new-york,3821 Broadway,Washington Heights,10025,(646) 438-9293
Truffles Murder Mystery,Comedy Clubs;Dinner Theater;Performing Arts,$$$$,4.0,44.0,https://s3-media1.fl.yelpcdn.com/bphoto/HU_RCToKCjQ3vCiONF8IRQ/ls.jpg,https://www.yelp.com/biz/truffles-murder-mystery-new-york-7,Serving New York and the Surrounding Area,,10025,(646) 895-6012
Beer Pong,Bars,,,,https://s3-media3.fl.yelpcdn.com/bphoto/GaPRHXI4npKR57JD-9lS-Q/ls.jpg,https://www.yelp.com/biz/beer-pong-new-york,Yorkville,,10025,
NYC Jazz Tour,Jazz & Blues;Tours,,5.0,1.0,https://s3-media4.fl.yelpcdn.com/bphoto/oJtwN0FjUbuxGMTsQ5Pvxw/ls.jpg,https://www.yelp.com/biz/nyc-jazz-tour-new-york,1776 Broadway,Midtown West,10025,(646) 342-8943
Ivy,American (New);Lounges;Cocktail Bars,$$,4.0,363.0,https://s3-media2.fl.yelpcdn.com/bphoto/TH0WOQfN2KPH4v05RJRZpw/ls.jpg,https://www.yelp.com/biz/ivy-new-york-4,944 8th Ave,Midtown West,10025,(212) 459-9444
The Barclay,Comedy Clubs,,,,https://s3-media2.fl.yelpcdn.com/bphoto/zanDSUVycfiNHYXeAath1Q/ls.jpg,https://www.yelp.com/biz/the-barclay-new-york-2,314 W 53rd St,Theater District,10025,
Bar Bella,Lounges,,4.0,1.0,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,https://www.yelp.com/biz/bar-bella-new-york,870 7th Ave,Midtown West,10025,(212) 247-8000
The Woodlot,Pubs,$$,4.0,47.0,https://s3-media4.fl.yelpcdn.com/bphoto/Sru5YQ70fBFs7MI9t3jpUw/ls.jpg,https://www.yelp.com/biz/the-woodlot-new-york,756 9th Ave,Theater District,10025,(212) 974-2003
Addison Hospitality Group,Lounges,,,,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,https://www.yelp.com/biz/addison-hospitality-group-new-york,210 W 55th St,Midtown West,10025,(212) 956-7020
ESO,Bars;American (Traditional),$$,3.0,27.0,https://s3-media1.fl.yelpcdn.com/bphoto/6GNSrEp9QEGp6GdeH53eXg/ls.jpg,https://www.yelp.com/biz/eso-new-york-2,2906 Frederick Douglass Blvd,Harlem,10025,(347) 625-9043
Jazz at Lincoln Center - Rose Theater,Music Venues,$$$,4.0,29.0,https://s3-media4.fl.yelpcdn.com/bphoto/QVUkgHT-QlgqjLVx7Gl8-A/ls.jpg,https://www.yelp.com/biz/jazz-at-lincoln-center-rose-theater-new-york,33 W 60th St,Upper West Side,10025,(212) 721-6500
Wits End,Lounges,,,,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,https://www.yelp.com/biz/wits-end-new-york,547 W 49th St,Hell's Kitchen,10025,(212) 757-4545
Sugar Factory,Bars;American (Traditional);Candy Stores,$$$,3.0,362.0,https://s3-media2.fl.yelpcdn.com/bphoto/bJKZpU8NRBQCutkUbGtE2Q/ls.jpg,https://www.yelp.com/biz/sugar-factory-new-york-8,1991 Broadway,Upper West Side,10025,(212) 414-8700
Botte Bar,Cocktail Bars;Wine Bars;Italian,,4.0,39.0,https://s3-media2.fl.yelpcdn.com/bphoto/O2ScAUA-Eb8kKOUENqvfeA/ls.jpg,https://www.yelp.com/biz/botte-bar-astoria,25-07 Broadway,Astoria,10025,(718) 433-9079
Rincon Varadero,Lounges,,,,https://s3-media1.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,https://www.yelp.com/biz/rincon-varadero-guttenberg,201 70th St & Broadway,,10025,(201) 472-0773
Sugar Cafe,Wine Bars;Latin American;Seafood,$,4.0,7.0,https://s3-media3.fl.yelpcdn.com/bphoto/Vhv3M318lmrXcbdWPH1_1g/ls.jpg,https://www.yelp.com/biz/sugar-cafe-new-york-2,500 145th St,Harlem,10025,(347) 606-6034
Boat Basin Café,Bars;American (Traditional),$$,3.0,658.0,https://s3-media1.fl.yelpcdn.com/bphoto/HlkaQOpA85P-JzIGMV5ung/ls.jpg,https://www.yelp.com/biz/boat-basin-café-new-york-2,W 79th St,,10025,(212) 496-5542
Rocky McBride’s,Sports Bars;Pubs,$$,4.0,83.0,https://s3-media1.fl.yelpcdn.com/bphoto/WhbeoJWDCX0yC9J6CFBP5w/ls.jpg,https://www.yelp.com/biz/rocky-mcbrides-astoria,27-01 23rd Ave,Astoria,10025,(718) 777-2723
